node,name,in_closeness,out_closeness,betweenness
720575940617232017,FB.23,3.50537,4.087543,0.005969
720575940617236667,FB.475,3.035573,4.669436,0.002058
720575940617241019,FB.289,3.130414,3.373822,1e-06
720575940617244347,FB.36,3.219912,4.164259,0.003022
720575940617296155,FB.1328,2.445392,3.450885,0.0
720575940617337413,FB.1179,3.042856,3.111767,0.0
720575940617387732,FB.14,3.227847,3.228294,0.005457
720575940617425781,EB.262,0.714896,3.241475,0.000133
720575940617433627,SMP.FB.4,3.15015,3.088391,0.0
720575940617494232,FB.265,3.343004,4.30538,0.000673
720575940617497211,FB.SMP.96,1.648249,2.30019,0.0
720575940617501533,FB.405,2.744273,4.20707,0.000999
720575940617559125,NO.227,2.106954,1.67309,0.0
720575940617585624,NO.FB.38,4.04407,3.494553,0.000933
720575940617600064,FB.562,3.023961,4.483415,0.002363
720575940617644372,AOTU.FB.15,2.157075,1.945314,0.0
720575940617716770,FB.1327,2.868778,2.624399,0.0
720575940617736827,FB.890,2.913676,2.605973,0.000854
720575940617773865,FB.694,2.6621,2.826651,2e-06
720575940617784118,FB.159,4.185076,3.988217,0.020404
720575940617787550,FB.873,2.608401,4.382356,0.006006
720575940617797169,FB.811,2.390584,4.35937,0.0
720575940617801675,FB.568,3.129862,3.393716,0.000278
720575940617812273,SMP.FB.22,3.376819,3.693682,6.8e-05
720575940617819185,NO.46,2.489092,0.638807,0.0
720575940617828731,NO.EB.3,2.810386,0.204508,0.001972
720575940617921877,FB.771,3.10579,2.709339,2.4e-05
720575940617934576,FB.CRE.18,2.569575,3.284479,1e-06
720575940617949861,FB.615,3.389835,3.788741,0.000114
720575940617978526,FB.308,3.167265,3.660514,0.00046
720575940618014343,AOTU.FB.40,2.144846,1.721571,0.0
720575940618050776,FB.1107,3.146738,2.93612,7e-06
720575940618129355,FB.542,3.16546,3.682716,0.000974
720575940618133371,FB.297,3.108586,4.797535,0.003532
720575940618146901,NO.FB.124,2.226389,2.677555,0.0
720575940618153153,NO.65,2.767176,2.211184,1e-06
720575940618174447,SMP.FB.31,3.325975,2.567014,0.0
720575940618177739,FB.757,2.898512,4.573782,0.000473
720575940618195510,FB.1208,3.231451,3.246669,0.0
720575940618198977,NO.FB.18,4.215941,3.732223,0.003446
720575940618225067,FB.756,3.034046,4.084902,1.8e-05
720575940618236752,FB.1081,2.911022,2.303418,0.0
720575940618292901,SMP.1590,2.308423,2.422239,0.0
720575940618295376,FB.169,3.274853,3.414803,0.0
720575940618306469,EB.192,0.433854,2.30016,0.0
720575940618308987,FB.22,3.489878,4.413052,0.009374
720575940618317726,FB.1258,2.896148,3.132618,0.0
720575940618374558,FB.553,2.774596,3.515614,0.0
720575940618386321,FB.394,3.274565,2.468692,0.000907
720575940618388615,FB.831,2.726189,4.270092,2.1e-05
720575940618403719,NO.FB.2,3.151935,1.540152,9.8e-05
720575940618407333,FB.591,2.928029,3.192555,0.001522
720575940618424149,SLP.FB.7,2.750984,1.802165,0.0
720575940618437979,FB.852,2.997765,3.464481,0.0
720575940618463960,FB.529,2.986371,4.712065,3.6e-05
720575940618468957,FB.410,2.95846,4.105744,2.5e-05
720575940618523585,FB.830,3.076883,3.63108,0.000655
720575940618590923,FB.1010,3.06045,2.142213,7e-06
720575940618606715,AOTU.BU.6,1.615419,2.078958,0.0
720575940618622191,FB.1137,2.854859,2.697268,0.0
720575940618624239,FB.871,3.117758,3.742064,0.0
720575940618648235,NO.123,2.440213,1.50154,0.0
720575940618651608,FB.614,3.125114,3.844317,0.000368
720575940618679280,FB.1080,2.848378,2.871835,0.000295
720575940618688276,FB.925,3.107482,3.31857,4e-06
720575940618694638,FB.361,3.277293,4.441523,9e-06
720575940618704043,FB.552,3.213597,4.59463,0.001928
720575940618710918,NO.151,2.476801,1.844004,0.0
720575940618733377,AOTU.FB.11,2.262831,1.99689,0.000418
720575940618734575,FB.1231,2.858012,3.037269,0.0
720575940618742864,NO.FB.135,2.04344,1.741114,0.0
720575940618744047,FB.613,3.320395,3.644827,0.001177
720575940618745424,FB.379,3.174717,4.499057,7e-06
720575940618746491,FB.MB_ML.7,3.227862,4.536679,0.002504
720575940618772870,FB.851,3.139975,3.922137,0.0
720575940618774352,NO.157,2.318025,1.518839,0.0
720575940618781861,FB.924,2.872627,2.871638,4.3e-05
720575940618787841,FB.419,3.500464,4.575065,4e-06
720575940618792942,FB.337,2.810314,4.318753,2.6e-05
720575940618798470,NO.FB.55,2.55692,1.155493,0.0
720575940618814424,FB.1161,2.956963,3.030721,1.7e-05
720575940618844757,FB.135,4.198994,4.004446,0.023902
720575940618858837,NO.FB.6,3.3821,1.305942,1e-06
720575940618867627,FB.612,3.113725,4.156718,0.000259
720575940618867888,FB.1230,2.953104,3.677596,0.0
720575940618875886,FB.1207,3.003378,3.230692,0.0
720575940618884299,FB.870,2.990782,3.90867,0.0
720575940618901553,FB.1305,2.985966,3.133936,6.4e-05
720575940618928981,FB.744,2.237552,4.265928,0.0
720575940618945985,SMP.FB.13,3.297483,3.622202,0.0
720575940618956198,FB.1160,2.781039,3.449634,0.0
720575940618963694,FB.693,2.950535,3.045935,0.000455
720575940618970606,FB.1136,3.130783,3.06195,0.0
720575940618994603,AOTU.FB.34,1.906122,2.376716,0.0
720575940618995541,FB.481,3.173206,4.606312,0.000382
720575940618997440,NO.FB.44,4.209404,3.649812,0.0
720575940619006272,EB.355,0.778573,0.191596,1e-06
720575940619025232,FB.1348,2.42728,3.788281,0.0
720575940619051088,NO.141,2.227146,2.362623,0.0
720575940619060289,FB.1063,3.042049,3.309737,2.3e-05
720575940619067374,FB.404,2.944321,2.909079,0.004297
720575940619082405,FB.907,2.510709,1.842829,3.9e-05
720575940619084891,SLP.FB.10,3.370814,2.227131,0.0
720575940619085478,NO.5,2.995028,1.938139,7.1e-05
720575940619087013,NO.110,2.544098,1.691972,0.0
720575940619100180,FB.387,2.988897,2.46097,0.0
720575940619104027,FB.490,3.549684,3.581922,0.0
720575940619111846,FB.606,2.355758,4.033227,1e-05
720575940619114689,NO.FB.90,2.248589,1.781971,0.0
720575940619126950,FB.692,3.24014,4.315121,0.0
720575940619140262,FB.528,3.094454,3.674564,0.0
720575940619141254,FB.129,4.223517,3.976064,0.03321
720575940619141405,FB.810,2.912462,3.147872,0.000977
720575940619157595,FB.770,2.866741,2.607662,0.0
720575940619160769,NO.50,2.631273,0.638773,0.0
720575940619172079,AOTU.FB.4,2.381669,2.596809,0.001972
720575940619196398,FB.793,2.889753,4.272134,0.000535
720575940619200960,FB.208,2.432881,3.162001,0.002793
720575940619215451,AOTU.FB.51,1.735879,2.078857,0.0
720575940619226689,FB.889,3.142076,3.985671,0.0
720575940619234241,FB.1040,2.661949,1.667201,9.2e-05
720575940619237985,FB.63,3.200273,4.474703,0.009203
720575940619253869,NO.FB.74,1.877145,0.754932,0.0
720575940619259271,FB.348,3.058853,3.893226,0.0
720575940619271344,FB.991,2.919178,2.511512,1e-06
720575940619293622,FB.691,3.407227,3.639369,8.2e-05
720575940619296365,EB.42,0.777585,0.256699,0.0
720575940619322221,FB.474,3.229865,4.479906,0.000439
720575940619327041,FB.922,2.911223,2.569807,1e-05
720575940619370416,FB.1135,2.250343,3.810801,0.0
720575940619376577,CRE.FB.1,3.065543,3.485914,0.0
720575940619428272,FB.1178,2.796518,3.554209,0.0
720575940619469147,FB.978,3.318338,2.040153,0.0
720575940619469488,NO.66,2.406598,2.035073,0.0
720575940619476126,EB.161,1.0864,0.211574,0.0
720575940619489088,FB.587,3.32997,4.423062,0.000756
720575940619489857,FB.642,2.908364,4.590179,0.001115
720575940619503445,NO.14,3.009008,0.389902,1.5e-05
720575940619544779,FB.1,3.500832,4.590005,0.01851
720575940619550708,FB.1358,2.446889,2.176938,0.0
720575940619574181,FB.251,3.18946,4.563828,0.007745
720575940619578352,FB.1134,3.219206,3.215241,1e-06
720575940619578608,FB.598,3.042213,4.790749,0.004213
720575940619584421,FB.347,3.32371,4.244799,0.001515
720575940619586676,FB.1051,2.895499,3.146775,9.4e-05
720575940619615936,FB.499,3.261069,3.452239,0.0
720575940619658111,EB.330,0.771026,3.479736,0.000409
720575940619668206,FB.423,3.41245,2.16177,0.000574
720575940619673222,FB.416,3.421052,3.868882,1e-06
720575940619673664,FB.343,3.318193,2.485459,0.000174
720575940619683311,FB.62,3.211659,4.787281,0.015042
720575940619707728,FB.181,3.1855,3.619431,3e-05
720575940619715568,FB.122,3.043267,4.165821,0.010923
720575940619718209,FB.422,3.048394,2.678074,0.000125
720575940619737510,NO.70,2.702356,0.388692,1e-06
720575940619766655,FB.1159,2.721449,2.757845,2e-05
720575940619781229,NO.49,2.321707,0.638942,0.0
720575940619784374,AOTU.FB.12,1.907294,2.447463,0.000987
720575940619818593,NO.FB.133,2.197226,1.179741,0.0
720575940619829765,EB.280,0.769009,3.754069,4e-06
720575940619832188,FB.1009,3.109996,3.592878,0.0
720575940619835892,NO.109,2.305085,2.137677,0.0
720575940619845547,EB.FB.5,2.025364,1.93033,0.000987
720575940619866759,FB.211,3.230624,4.023362,0.000685
720575940619891060,FB.957,2.888611,2.517887,1e-05
720575940619893419,FB.1229,2.184893,2.052891,0.0
720575940619906219,FB.809,3.287433,2.272781,0.006814
720575940619913221,FB.69,3.338521,4.871936,0.026725
720575940619927322,SLP.SMP.219,2.622695,1.790788,0.0
720575940619935152,FB.239,3.079427,4.860865,0.003961
720575940619967727,FB.977,2.94144,3.144813,5e-06
720575940619968892,NO.FB.69,2.147273,1.469312,0.0
720575940619972446,FB.1286,3.22507,2.636446,6e-06
720575940619989765,FB.1008,2.652499,3.027678,9.3e-05
720575940619994294,FB.659,2.97752,3.793459,1.2e-05
720575940620004590,FB.1206,2.988639,3.054119,0.0
720575940620007589,FB.1133,2.699817,3.779157,0.000893
720575940620012020,FB.91,3.34129,4.704389,0.035097
720575940620014203,FB.MB_ML.2,3.193769,4.515194,0.001406
720575940620014356,FB.164,3.003243,4.69551,0.003728
720575940620020694,EB.51,1.233984,1.406975,0.000693
720575940620027515,EB.5,1.372988,0.414433,0.000803
720575940620028513,FB.68,3.283394,4.689879,0.012909
720575940620028795,FB.MB_ML.4,3.20307,4.548292,0.011739
720575940620032123,FB.11,3.482342,4.315393,0.012189
720575940620040780,FB.1324,2.375749,1.735202,0.0
720575940620058537,FB.283,3.302017,4.465163,0.001883
720575940620059425,FB.1257,3.137191,2.855334,0.0
720575940620080798,FB.1157,3.016325,1.690768,0.0
720575940620095100,FB.1357,2.060708,3.378069,0.0
720575940620129694,FB.454,3.208155,4.599148,0.000561
720575940620130032,FB.21,3.510442,4.353622,0.005286
720575940620139643,EB.82,1.247105,2.380101,0.0
720575940620142196,NO.93,2.1589,2.040233,0.0
720575940620147067,FB.959,2.862229,2.671496,1.4e-05
720575940620156326,FB.509,3.059083,4.553193,0.0
720575940620156795,FB.272,3.096596,4.89302,0.002528
720575940620159398,FB.76,3.332075,3.954821,0.003358
720575940620191777,FB.690,3.223011,4.135781,1e-06
720575940620197441,FB.360,3.255883,4.497571,0.00439
720575940620202266,FB.LAL.26,0.778949,4.420616,0.000998
720575940620203340,FB.259,3.03094,3.634919,0.0
720575940620223659,FB.187,3.212662,4.035512,0.0
720575940620224801,FB.1050,3.002428,3.690148,0.0
720575940620228641,FB.1285,2.913985,2.928435,0.0
720575940620245926,FB.641,3.403267,1.987791,0.002838
720575940620267073,NO.136,1.898017,0.387122,0.0
720575940620276400,FB.254,3.68967,3.625412,0.0
720575940620282906,EB.30,0.432284,2.076438,0.0
720575940620314304,FB.769,3.13447,4.063342,1.2e-05
720575940620317564,CRE.FB.27,3.878453,3.796328,0.0
720575940620327412,FB.153,2.869344,3.541636,0.000265
720575940620339438,FB.829,2.827911,2.671528,1.5e-05
720575940620346795,FB.6,3.986142,3.669388,0.022667
720575940620350332,FB.976,3.188868,3.229154,8.9e-05
720575940620356822,FB.1007,2.840976,3.278007,0.0
720575940620358012,FB.1367,2.201693,2.408937,0.0
720575940620365812,FB.1390,2.081591,3.165374,0.0
720575940620391337,NO.114,2.403364,2.358182,0.0
720575940620417797,FB.336,3.092459,3.907795,1.7e-05
720575940620423518,AOTU.BU.19,1.541342,1.922768,0.0
720575940620428225,CRE.FB.3,3.086331,3.433365,1e-06
720575940620443764,NO.FB.122,2.039487,1.263911,0.0
720575940620474072,AOTU.FB.29,2.07644,2.522808,0.0
720575940620476843,FB.1254,2.942684,3.282007,0.0
720575940620478847,NO.FB.37,2.86367,2.11927,3e-06
720575940620492373,CRE.FB.6,3.093565,3.632487,0.000204
720575940620494708,FB.1106,3.153282,2.111886,7e-06
720575940620571953,EB.6,1.341197,0.293507,0.000987
720575940620584497,FB.952,3.544214,3.43499,0.0
720575940620614310,AOTU.BU.32,1.42486,2.468083,0.0
720575940620629364,FB.1228,2.954702,3.435068,0.0
720575940620632652,FB.725,2.973354,3.792321,5e-05
720575940620639152,FB.1104,2.91488,3.164355,0.00095
720575940620649292,NO.108,2.15682,1.84673,0.0
720575940620657243,FB.335,3.156297,2.761241,0.000176
720575940620664741,EB.352,0.765325,1.209797,0.0
720575940620669110,FB.SMP.67,1.983988,2.461093,0.0
720575940620700886,FB.808,3.119434,3.695728,0.000973
720575940620719273,FB.828,3.097957,2.918813,3.8e-05
720575940620760429,FB.486,3.141357,3.617505,0.000876
720575940620776662,PB.34,2.250931,2.723706,0.0
720575940620789697,PB.FB.8,4.126622,3.40319,0.0
720575940620818977,NO.FB.34,4.18574,3.592705,0.0
720575940620831308,FB.921,2.720599,2.774578,8.4e-05
720575940620841310,FB.61,3.188693,4.592487,0.008544
720575940620872669,EB.157,0.771252,2.057256,1e-06
720575940620899964,NO.183,2.180233,1.738687,0.0
720575940620919646,FB.165,2.969408,2.922748,0.00151
720575940620925899,SMP.FB.40,2.630373,2.791669,0.0
720575940620932317,FB.SMP.55,1.976468,3.371295,0.0
720575940620932813,FB.768,3.332174,4.394853,0.000295
720575940620941003,FB.398,3.309097,2.305963,0.000557
720575940620957353,NO.85,3.822917,1.708875,0.0
720575940620958814,FB.1177,2.704595,3.272391,0.0
720575940621019674,FB.81,3.446739,4.034941,0.014533
720575940621022685,AOTU.FB.33,2.169407,2.400694,0.000987
720575940621025037,FB.551,2.908682,4.698482,0.004324
720575940621050228,FB.210,3.17247,3.884419,1.3e-05
720575940621066776,EB.191,1.613245,2.533065,0.0
720575940621073246,NO.FB.89,2.207013,1.484388,0.0
720575940621074835,EB.159,0.672753,0.185409,0.0
720575940621076144,FB.MB_ML.17,2.817246,4.592854,0.001163
720575940621088536,NO.FB.11,4.131591,3.7116,0.005869
720575940621117684,FB.920,2.923112,2.452395,9e-06
720575940621132065,NO.FB.101,2.203554,1.318098,0.0
720575940621132253,FB.1062,3.167559,3.047882,5.3e-05
720575940621139482,FB.64,3.456365,3.595031,0.011306
720575940621172941,AOTU.FB.53,2.039938,1.870033,0.0
720575940621176564,FB.479,3.133744,3.631265,7.9e-05
720575940621193864,FB.472,3.034462,4.658436,0.007907
720575940621202200,NO.74,3.879142,1.984434,0.0
720575940621216169,SMP.FB.29,3.167222,3.005783,6e-06
720575940621231459,FB.849,3.013975,3.172434,0.000574
720575940621255011,FB.827,3.091648,4.107057,6e-06
720575940621268830,EB.FB.3,3.354876,3.017913,0.005317
720575940621276952,PB.FB.3,4.066254,3.687927,0.000137
720575940621289571,NO.FB.121,1.641614,1.738811,0.0
720575940621343764,NO.76,4.012192,2.422893,0.0
720575940621347583,FB.415,3.275311,4.38441,2e-06
720575940621355034,FB.605,2.946536,4.068164,0.0
720575940621360264,FB.SMP.3,2.475417,3.864409,0.0
720575940621372713,FB.1347,3.161419,1.261876,0.0
720575940621393573,FB.287,3.037342,2.658644,5e-06
720575940621424854,FB.1304,2.740246,3.551793,0.000821
720575940621434150,FB.1284,3.144684,3.085817,0.000141
720575940621485552,FB.1253,2.947393,2.930894,0.0
720575940621490968,FB.359,3.284346,2.606419,0.000393
720575940621496956,NO.99,2.707252,2.38843,1.5e-05
720575940621501720,FB.118,3.295458,4.806924,0.010042
720575940621512291,FB.658,2.894197,2.973228,0.000115
720575940621515391,FB.MB_ML.6,3.251504,4.701166,0.004485
720575940621537023,NO.266,1.944821,1.179792,0.0
720575940621581526,FB.1337,2.958145,2.955692,0.0
720575940621585446,FB.1252,2.866763,3.599184,8e-06
720575940621586628,FB.937,2.984245,3.349738,4.1e-05
720575940621587396,FB.516,3.042204,3.539158,1.4e-05
720575940621595888,FB.29,3.271368,4.182915,0.001822
720575940621613508,CRE.FB.14,3.009368,2.555912,2e-06
720575940621616518,SMP.FB.45,3.12768,2.683445,0.0
720575940621656815,NO.98,2.588071,1.326672,0.0
720575940621656966,AOTU.FB.48,1.859595,2.187026,0.000694
720575940621709388,FB.48,3.300916,4.911503,0.029387
720575940621712166,NO.48,4.050311,2.007205,0.0
720575940621731475,FB.627,3.157735,3.498773,0.000262
720575940621746154,FB.1403,1.984294,2.902862,0.0
720575940621749261,PB.FB.9,3.891018,3.094706,0.0
720575940621750285,NO.FB.120,2.157639,1.455342,0.0
720575940621764490,NO.FB.36,4.018195,3.278448,0.0
720575940621765313,FB.250,3.356226,3.705012,0.0
720575940621765467,CRE.FB.10,3.097757,2.770672,0.0
720575940621768385,FB.188,2.783133,2.874779,0.005691
720575940621782125,FB.87,3.344625,3.990239,0.001541
720575940621782381,FB.235,3.016112,3.318914,0.000675
720575940621800586,FB.1004,2.982126,2.758833,0.000568
720575940621811182,FB.186,3.380548,3.591201,0.001627
720575940621825518,FB.501,3.287042,4.617248,0.018388
720575940621832942,FB.170,3.325769,3.829182,0.000392
720575940621838826,FB.657,3.484354,3.585146,2e-05
720575940621846783,FB.485,3.338371,2.074023,0.00136
720575940621861637,MB_PED.1,1.984905,1.04894,0.0
720575940621975081,FB.358,3.136922,4.615037,0.004197
720575940621978904,FB.1079,2.824357,2.846302,0.000141
720575940622014471,FB.1366,2.318617,3.463992,0.0
720575940622016169,CRE.FB.2,3.081033,3.193978,0.0
720575940622030861,EB.329,0.771837,2.112841,0.0
720575940622051818,FB.SMP.14,1.951087,3.872992,0.0
720575940622069347,FB.541,2.790968,4.153774,0.000228
720575940622073235,AOTU.FB.32,2.026671,2.429976,0.0
720575940622085389,FB.1303,2.903792,2.084977,0.0
720575940622087816,FB.887,2.165159,4.050895,0.000502
720575940622089195,FB.1176,2.880489,3.304514,0.0
720575940622092522,FB.1175,2.775775,3.318463,0.0
720575940622125153,FB.455,3.209763,4.687511,0.001373
720575940622132872,FB.207,3.253981,4.103984,0.0
720575940622136129,FB.848,3.496086,4.442639,0.000161
720575940622156148,FB.MB_ML.3,3.219334,4.610065,0.0106
720575940622184189,FB.1174,2.82804,3.280832,0.0
720575940622184701,FB.1049,2.927347,3.291498,0.001462
720575940622200042,FB.1173,2.913601,3.667925,0.0
720575940622217654,FB.473,3.171526,4.521636,0.002492
720575940622226870,FB.950,3.466664,3.1383,1.9e-05
720575940622228918,FB.879,3.499564,3.387291,0.000504
720575940622234326,FB.LAL.24,1.969433,4.890907,0.001684
720575940622252865,FB.377,2.979598,3.512496,0.0
720575940622265525,FB.1078,2.977067,3.148977,0.0
720575940622296573,NO.FB.27,4.172575,3.590795,0.0
720575940622331786,NO.FB.79,2.21077,0.443804,0.0
720575940622334699,FB.1030,2.430182,4.145296,0.0
720575940622342576,EB.89,0.487464,0.825863,0.0
720575940622345933,FB.689,3.060818,2.894973,0.000692
720575940622351999,FB.SMP.2,2.153584,3.746329,0.0
720575940622366540,FB.707,3.2663,2.994989,0.0
720575940622392299,FB.791,3.111283,3.840859,0.0
720575940622406260,FB.266,2.944335,4.872054,0.00723
720575940622422507,FB.LAL.48,0.738915,3.001888,0.000677
720575940622422711,FB.296,3.030343,2.680843,0.000107
720575940622438634,FB.540,3.415402,3.707277,2.7e-05
720575940622451699,FB.1302,2.997654,2.733078,0.0
720575940622455369,NO.84,2.406797,1.002046,0.0
720575940622461320,FB.386,3.191294,4.015816,0.000101
720575940622462173,FB.19,3.518533,4.459556,0.006851
720575940622471721,FB.97,3.344956,4.818437,0.013941
720575940622514695,FB.1283,2.75846,3.754169,0.0
720575940622523101,SMP.FB.30,2.94204,2.59297,0.0
720575940622559882,FB.1205,2.748386,3.487982,0.0
720575940622569827,PB.78,2.825782,1.843902,9e-06
720575940622599679,FB.346,3.349469,3.537469,5.4e-05
720575940622605320,CRE.FB.26,2.907157,2.50151,0.0
720575940622609299,EB.134,0.555112,0.784798,0.0
720575940622610726,FB.626,2.823662,4.443204,1e-06
720575940622651656,FB.396,3.554054,3.992939,0.001306
720575940622681889,AVLP.ME.4,2.986126,2.886219,0.0
720575940622683491,FB.508,3.473691,4.043113,0.001032
720575940622709065,FB.990,2.978973,2.317331,1.5e-05
720575940622713638,FB.656,3.003897,4.633249,0.001619
720575940622713897,FB.SMP.54,0.760095,3.191908,0.0
720575940622733607,FB.1251,2.74902,3.184164,0.0
720575940622746365,FB.1156,3.083089,2.859151,0.000635
720575940622760682,LAL.FB.5,3.105551,2.822969,0.0
720575940622781624,FB.1103,2.920774,3.49622,0.001004
720575940622805798,FB.1301,2.669579,3.626377,0.0
720575940622810697,FB.SMP.93,1.610104,2.749264,0.0
720575940622811116,FB.258,3.284081,4.39538,0.002341
720575940622815123,FB.420,3.09247,4.428311,0.001525
720575940622841037,CRE.FB.12,3.467986,3.204565,0.00024
720575940622846099,FB.847,3.082423,3.96766,0.000592
720575940622856781,FB.1204,2.707304,3.585661,0.0
720575940622870666,FB.307,2.747067,4.291122,0.002055
720575940622873095,SLP.FB.8,2.960496,2.200225,0.0
720575940622897917,CRE.FB.17,3.180771,2.293381,0.0
720575940622899453,FB.722,3.455678,4.294926,0.000196
720575940622905869,FB.1203,3.121589,3.841095,0.00031
720575940622908660,FB.1064,3.124896,2.822961,0.000564
720575940622940967,NO.FB.35,4.154036,3.452272,0.0
720575940622941447,SMP.FB.23,3.39989,3.477295,0.0
720575940622942868,FB.257,3.098442,4.918016,0.002041
720575940622943731,FB.561,2.883963,4.374647,1e-06
720575940622986219,PB.FB.2,4.191653,3.65039,0.000109
720575940622994151,FB.1202,3.081316,3.283714,5.5e-05
720575940623004711,FB.126,3.3766,4.680818,0.013291
720575940623018983,FB.527,2.964055,3.754608,0.0
720575940623022315,NO.264,1.80035,1.688623,0.0
720575940623023287,FB.956,2.996175,3.87552,3e-06
720575940623043732,FB.1227,2.828282,3.340768,0.0
720575940623044327,FB.743,2.827169,2.578016,0.000116
720575940623059214,NO.224,1.444322,1.212027,0.0
720575940623062453,FB.SMP.19,2.056942,3.41149,0.0
720575940623066126,SLP.FB.16,2.668986,2.266037,0.0
720575940623084471,FB.370,3.302541,4.344067,0.00104
720575940623088565,FB.1102,2.921959,3.242497,0.000831
720575940623131319,FB.755,3.107186,4.058758,3.7e-05
720575940623154407,FB.826,3.271369,4.495855,0.001017
720575940623164856,FB.846,2.629933,1.939058,0.001232
720575940623175969,FB.856,3.217885,2.145579,0.0
720575940623199070,FB.182,2.695209,3.074499,0.005354
720575940623217132,FB.300,3.424875,3.597039,0.000226
720575940623219463,EB.199,0.559851,0.452242,2e-06
720575940623220372,AOTU.FB.7,2.335266,2.477809,0.001967
720575940623222542,FB.640,3.28899,3.408326,2e-06
720575940623233259,NO.20,2.592602,1.766994,0.0
720575940623242168,FB.115,3.469499,4.160864,0.013058
720575940623256757,CRE.FB.7,3.029034,3.325516,5e-06
720575940623260201,FB.41,3.213343,4.115986,0.0013
720575940623261703,FB.1377,2.303469,3.297827,0.0
720575940623277547,FB.706,3.026713,3.349195,0.0
720575940623279357,FB.550,3.016877,3.865241,0.000765
720575940623280457,FB.604,3.135905,3.806738,7.5e-05
720575940623290603,FB.989,3.136628,3.164984,0.000114
720575940623298535,SLP.1009,2.684051,1.543119,0.0
720575940623299772,FB.1101,2.993728,3.096672,0.0
720575940623310780,FB.498,3.460603,3.994347,0.002005
720575940623317321,FB.55,2.512241,3.178522,8.2e-05
720575940623325932,FB.955,3.40642,1.957655,0.0
720575940623358099,FB.53,3.943894,3.558651,3e-06
720575940623392949,FB.432,3.158249,4.355627,0.001475
720575940623430621,FB.LAL.15,0.777828,4.825125,1.9e-05
720575940623436531,FB.1172,2.683794,1.214325,0.0
720575940623440381,NO.263,1.668479,1.468293,0.0
720575940623450382,FB.471,3.401426,3.224543,0.000243
720575940623466632,EB.126,0.950637,0.789197,0.001953
720575940623474412,FB.1300,2.372289,3.049916,0.0
720575940623488551,FB.SMP.15,2.214158,3.519194,0.0
720575940623490748,FB.168,3.282441,4.631746,0.003287
720575940623498476,NO.132,2.587334,2.116768,0.0
720575940623536398,FB.277,3.098525,3.779648,0.001548
720575940623539976,FB.345,3.446544,3.62193,0.000153
720575940623540007,NO.FB.78,2.603789,1.459389,0.0
720575940623540557,FB.603,3.143516,3.858533,0.001633
720575940623540813,FB.1155,3.101077,3.005154,0.0
720575940623590221,FB.611,3.428676,3.671777,0.0
720575940623649097,FB.33,3.497352,4.379595,0.006676
720575940623693320,FB.807,2.841276,3.104534,0.0
720575940623698324,EB.175,0.772124,0.787358,0.0
720575940623712656,FB.560,2.930833,4.664113,0.000463
720575940623738516,FB.1201,2.860188,2.752075,0.000921
720575940623759591,FB.295,3.135241,3.715225,0.0
720575940623781268,FB.414,3.254885,4.398531,0.000295
720575940623784231,FB.264,3.077918,4.740545,0.003954
720575940623801125,FB.741,3.278914,4.187938,1e-06
720575940623807672,FB.85,4.047896,3.605022,0.000269
720575940623807932,FB.1003,2.825861,2.764237,0.0
720575940623808526,FB.936,2.909328,1.757321,0.004043
720575940623815155,FB.655,2.799999,4.435902,0.000241
720575940623816848,FB.1226,2.927366,3.014743,3e-06
720575940623855117,FB.149,3.262866,4.014919,5.3e-05
720575940623861479,FB.167,3.278717,3.633085,0.000498
720575940623880013,FB.886,2.973398,4.521074,4.7e-05
720575940623889552,FB.580,3.164045,2.965769,0.002957
720575940623897955,FB.351,3.191833,4.669479,0.010317
720575940623902307,FB.867,3.426394,2.515145,0.0
720575940623904551,FB.320,3.139686,4.686373,0.003295
720575940623956813,FB.1029,2.825311,2.364059,0.0
720575940623973837,EB.55,0.695698,3.560558,0.021153
720575940624012350,FB.431,2.834204,2.344041,0.0
720575940624023480,FB.919,2.724174,2.902073,1.6e-05
720575940624039370,NO.FB.143,0.689868,1.051667,0.0
720575940624065038,FB.539,2.819438,3.801942,0.0
720575940624073452,FB.172,3.381462,3.868267,0.000451
720575940624077517,FB.184,3.122373,4.145362,0.000257
720575940624082725,NO.FB.53,2.569133,1.015311,0.0
720575940624093884,FB.935,3.170165,3.30847,0.000128
720575940624102670,FB.217,3.632616,3.538978,0.0
720575940624103399,FB.579,3.403727,3.77062,0.000125
720575940624126183,FB.1154,2.651157,3.843654,0.0
720575940624135060,EB.353,0.417006,1.755896,0.0
720575940624135205,FB.1250,2.871931,2.896392,0.0
720575940624136489,FB.73,3.599703,3.871041,0.03417
720575940624163109,NO.127,2.485156,1.519218,0.0
720575940624166949,FB.625,3.255172,4.095892,7e-06
720575940624167973,FB.1225,2.69721,3.202657,0.0
720575940624175653,FB.1249,3.187513,2.850164,5e-06
720575940624180263,EB.162,0.767818,0.786798,5e-06
720575940624215245,FB.260,3.273734,4.383652,0.001671
720575940624222014,FB.670,3.248112,4.289489,5.2e-05
720575940624276410,FB.CRE.17,2.840119,3.218327,0.0
720575940624280676,NO.83,2.257003,1.906516,0.0
720575940624282430,FB.705,2.631228,2.810953,6.2e-05
720575940624290232,FB.17,3.497253,4.440661,0.041254
720575940624295096,FB.845,2.954803,4.532945,0.0
720575940624306494,FB.549,3.280462,2.091127,0.000584
720575940624307658,SMP.FB.8,3.333364,3.727144,9.3e-05
720575940624323475,EB.354,1.783552,2.358014,0.0
