Id,avg_out_hitting_time,rw_out_closeness,out_truncated_runs,out_stuck_runs,out_total_runs,out_truncation_rate,avg_in_hitting_time,rw_in_closeness,in_truncated_runs,in_stuck_runs,in_total_runs,in_truncation_rate,Label,modularity_class,classic_name,normal_in_closeness,normal_out_closeness,normal_betweenness,rw_betweenness_name,rw_betweenness
720575940613754527,33833.895,2.9556159584936943e-05,94,0,400,0.235,48325.5825,2.069297354046379e-05,74,0,400,0.185,PB.FB.1,3,PB.FB.1,4.218556,3.719099,0.001008,PB.FB.1,0.001963
720575940613760927,20982.3125,4.7659189138470794e-05,56,0,400,0.14,11689.305,8.554828537710326e-05,0,0,400,0.0,FB.1263,3,FB.1263,2.910665,3.241961,0.0,FB.1263,0.00045
720575940613762207,32701.6625,3.057948506440613e-05,88,0,400,0.22,3813.2375,0.0002622443527317,0,0,400,0.0,FB.630,0,FB.630,3.150249,3.820426,0.000229,FB.630,0.002837
720575940613793302,36145.3725,2.7666058774190253e-05,103,0,400,0.2575,71613.98,1.3963754004455557e-05,203,0,400,0.5075,SLP.FB.17,4,SLP.FB.17,2.394208,1.757536,3e-06,SLP.FB.17,0.001744
720575940613818690,38942.8425,2.5678659692085908e-05,114,0,400,0.285,97645.4225,1.024113547155782e-05,380,0,400,0.95,SLP.FB.11,4,SLP.FB.11,3.35599,1.641829,0.0,SLP.FB.11,0.00156
720575940613829535,20103.0275,4.974375128323333e-05,25,0,400,0.0625,5567.87,0.0001796018944407,0,0,400,0.0,FB.LAL.42,1,FB.LAL.42,0.708724,3.132613,0.000983,FB.LAL.42,0.001944
720575940613839116,40451.9625,2.472067949731734e-05,127,0,400,0.3175,22453.45,4.453658569173111e-05,7,0,400,0.0175,FB.981,1,FB.981,2.835839,2.560249,0.0,FB.981,0.000787
720575940613842700,26575.61,3.762848717301315e-05,81,0,400,0.2025,16767.465,5.963930743257851e-05,0,0,400,0.0,FB.1112,3,FB.1112,2.460349,3.531709,0.0,FB.1112,0.001685
720575940613958412,30762.51,3.250710036339688e-05,83,0,400,0.2075,96446.9125,1.0368398262619343e-05,373,0,400,0.9325,NO.77,4,NO.77,2.389838,2.136774,0.0,NO.77,0.000745
720575940613959180,23422.325,4.2694309809124415e-05,59,0,400,0.1475,10624.3625,9.412329445649092e-05,0,0,400,0.0,FB.926,1,FB.926,2.963185,3.191137,0.0,FB.926,0.00171
720575940613982514,37100.865,2.6953549465760435e-05,120,0,400,0.3,8638.0375,0.0001157670362046,0,0,400,0.0,FB.120,2,FB.120,3.354105,3.483441,0.017014,FB.120,0.007234
720575940614012134,43221.145,2.313682342288711e-05,146,0,400,0.365,14317.68,6.984371769728057e-05,1,0,400,0.0025,FB.1262,3,FB.1262,2.961938,3.402055,2.8e-05,FB.1262,0.000684
720575940614013382,43812.735,2.282441395178822e-05,127,0,400,0.3175,4007.005,0.0002495629528787,0,0,400,0.0,FB.544,0,FB.544,3.407636,3.901463,0.000258,FB.544,0.003061
720575940614017534,47796.5375,2.09220176252307e-05,151,0,400,0.3775,688.4325,0.0014525752343185,0,0,400,0.0,FB.108,2,FB.108,3.059423,4.193965,0.012902,FB.108,0.009269
720575940614018722,38664.59,2.5863458011581145e-05,105,0,400,0.2625,4727.6125,0.0002115232583042,0,0,400,0.0,FB.279,2,FB.279,3.152708,3.453269,1e-06,FB.279,0.002791
720575940614026449,47846.9225,2.089998578278467e-05,143,0,400,0.3575,1664.5325,0.0006007692850695,0,0,400,0.0,FB.25,1,FB.25,3.275552,3.09935,0.003433,FB.25,0.010981
720575940614038751,44346.7775,2.2549552783175737e-05,145,0,400,0.3625,91797.75,1.089351318523602e-05,344,0,400,0.86,FB.1111,4,FB.1111,2.318224,1.624743,4e-06,FB.1111,0.001159
720575940614073315,39468.375,2.533674112501465e-05,107,0,400,0.2675,6519.9625,0.0001533751152709,0,0,400,0.0,EB.271,4,EB.271,0.771798,3.778294,0.0,EB.271,0.001338
720575940614123570,30932.79,3.232815403977462e-05,90,0,400,0.225,99120.4625,1.0088734200569332e-05,394,0,400,0.985,NO.FB.62,3,NO.FB.62,2.181518,1.673169,0.0,NO.FB.62,0.000277
720575940614154786,36933.8,2.7075470165539423e-05,117,0,400,0.2925,1707.2975,0.0005857210005871,0,0,400,0.0,FB.223,0,FB.223,3.24113,4.341857,0.00243,FB.223,0.006616
720575940614174018,52138.985,1.9179506467185733e-05,169,0,400,0.4225,8798.65,0.0001136537991623,0,0,400,0.0,FB.909,0,FB.909,2.846319,3.400713,0.0,FB.909,0.000585
720575940614230499,32299.98,3.095977149211857e-05,91,0,400,0.2275,5415.4125,0.000184658140077,0,0,400,0.0,FB.117,3,FB.117,4.263915,4.031842,0.059336,FB.117,0.021418
720575940614294175,27756.3425,3.6027801573640335e-05,67,0,400,0.1675,2631.79,0.0003799695264439,0,0,400,0.0,FB.908,2,FB.908,2.156904,4.025161,0.0,FB.908,0.00157
720575940614297640,21474.47,4.65669234211601e-05,56,0,400,0.14,100000.0,1e-05,400,0,400,1.0,EB.348,3,EB.348,0.667641,0.185638,0.0,EB.348,0.000105
720575940614298474,35714.02,2.800020832154991e-05,103,0,400,0.2575,9128.245,0.0001095500832854,0,0,400,0.0,FB.533,0,FB.533,3.394797,3.784956,5e-06,FB.533,0.001517
720575940614298730,24483.8325,4.084327892702255e-05,49,0,400,0.1225,11687.2925,8.556301641291171e-05,0,0,400,0.0,SMP.FB.26,2,SMP.FB.26,3.208843,3.298433,0.0,SMP.FB.26,0.001369
720575940614308283,42365.0275,2.3604375094528147e-05,117,0,400,0.2925,8672.965,0.000115300822729,0,0,400,0.0,FB.814,1,FB.814,2.368321,2.748158,4e-06,FB.814,0.001251
720575940614336106,26555.9825,3.76562983500987e-05,80,0,400,0.2,5822.4525,0.0001717489322583,0,0,400,0.0,FB.629,1,FB.629,3.046387,3.243501,0.000812,FB.629,0.002546
720575940614337130,31433.2125,3.181348390655266e-05,89,0,400,0.2225,83188.5625,1.2020883279477271e-05,274,0,400,0.685,FB.695,4,FB.695,2.749847,2.307755,4.7e-05,FB.695,0.004849
720575940614413106,37943.9025,2.635469559305346e-05,128,0,400,0.32,11879.54,8.417834360589719e-05,0,0,400,0.0,FB.673,1,FB.673,3.003808,3.077929,0.00148,FB.673,0.002469
720575940614442090,40892.1125,2.445459378015748e-05,128,0,400,0.32,469.525,0.0021298120440871,0,0,400,0.0,FB.338,0,FB.338,3.107852,4.822305,0.003036,FB.338,0.004015
720575940614515398,35060.045,2.8522496191890228e-05,93,0,400,0.2325,9115.82,0.0001096994016994,0,0,400,0.0,FB.495,1,FB.495,2.94312,3.233583,0.001896,FB.495,0.003532
720575940614530098,31879.7575,3.1367867211662446e-05,87,0,400,0.2175,775.59,0.0012893410178057,0,0,400,0.0,FB.371,2,FB.371,3.087943,4.591534,0.002058,FB.371,0.004985
720575940614546911,23629.1875,4.232054106811756e-05,47,0,400,0.1175,539.485,0.0018536196557828,0,0,400,0.0,FB.406,0,FB.406,3.121239,4.614741,0.000339,FB.406,0.00262
720575940614615557,28597.62,3.496794488492399e-05,69,0,400,0.1725,4739.785,0.0002109800339044,0,0,400,0.0,FB.672,0,FB.672,3.023665,3.803101,0.000103,FB.672,0.001847
720575940614638011,36042.23,2.7745231080318833e-05,91,0,400,0.2275,10111.75,9.889485005068362e-05,0,0,400,0.0,FB.647,1,FB.647,3.215568,2.757869,0.000104,FB.647,0.002444
720575940614639035,36829.6725,2.715201988288112e-05,119,0,400,0.2975,88009.125,1.136245815419708e-05,306,0,400,0.765,FB.1053,4,FB.1053,3.328588,2.006554,0.0,FB.1053,0.002025
720575940614735558,21472.5525,4.6571081849724195e-05,49,0,400,0.1225,99002.195,1.0100786149236389e-05,394,0,400,0.985,NO.231,4,NO.231,2.142652,1.676236,0.0,NO.231,0.000172
720575940614736559,31376.39,3.1871097981635236e-05,99,0,400,0.2475,11264.6625,8.877318783407848e-05,0,0,400,0.0,SMP.FB.18,2,SMP.FB.18,3.429392,3.870931,0.001138,SMP.FB.18,0.003865
720575940614738956,31344.28,3.190374766943123e-05,87,0,400,0.2175,701.0825,0.0014263656559677,0,0,400,0.0,FB.448,2,FB.448,2.925469,4.636679,0.000416,FB.448,0.003042
720575940614773032,32931.9325,3.036566408606601e-05,85,0,400,0.2125,5533.1375,0.0001807292878588,0,0,400,0.0,FB.608,2,FB.608,3.128172,2.920442,0.0,FB.608,0.001705
720575940614799154,36613.625,2.7312236906342927e-05,104,0,400,0.26,19481.875,5.132976163741939e-05,3,0,400,0.0075,FB.107,3,FB.107,3.849791,3.565536,0.0,FB.107,0.003177
720575940614837222,33807.8425,2.9578935715877168e-05,93,0,400,0.2325,9491.585,0.000105356481557,0,0,400,0.0,FB.1261,3,FB.1261,2.886227,3.160443,0.0,FB.1261,0.000514
720575940614900127,44791.4525,2.232568814329029e-05,128,0,400,0.32,98952.1375,1.0105895893355513e-05,393,0,400,0.9825,NO.86,0,NO.86,2.546714,1.688409,0.0,NO.86,0.000778
720575940614920379,28957.33,3.453357060198575e-05,89,0,400,0.2225,89140.1725,1.121828656995251e-05,322,0,400,0.805,NO.2,1,NO.2,2.886138,1.767239,0.000107,NO.2,0.001831
720575940614926475,31966.76,3.128249469136065e-05,96,0,400,0.24,91270.2175,1.095647657462852e-05,335,0,400,0.8375,EB.59,1,EB.59,0.761044,0.675568,0.0,EB.59,0.000463
720575940614939990,29178.14,3.427223256862843e-05,75,0,400,0.1875,22206.2,4.503246840972341e-05,5,0,400,0.0125,FB.745,1,FB.745,2.91543,2.894547,3.8e-05,FB.745,0.002239
720575940614966214,13907.2,7.19052001840773e-05,25,0,400,0.0625,1666.98,0.0005998872212024,0,0,400,0.0,FB.285,0,FB.285,3.297588,4.366155,0.001912,FB.285,0.004963
720575940615018838,30002.715,3.333031693965029e-05,102,0,400,0.255,4954.85,0.0002018224567847,0,0,400,0.0,FB.813,0,FB.813,3.200571,4.037892,0.0,FB.813,0.00114
720575940615023628,27556.5225,3.6289049171570906e-05,70,0,400,0.175,97075.3125,1.0301280255986814e-05,375,0,400,0.9375,FB.1393,3,FB.1393,2.232286,2.768762,0.0,FB.1393,6.6e-05
720575940615098683,45496.22,2.19798479961632e-05,130,0,400,0.325,100000.0,1e-05,400,0,400,1.0,NO.FB.109,4,NO.FB.109,1.938943,1.311751,0.0,NO.FB.109,0.000239
720575940615101747,19746.9075,5.064084085064965e-05,38,0,400,0.095,857.86,0.0011656913715524,0,0,400,0.0,EB.2,4,EB.2,2.505731,4.124046,0.037547,EB.2,0.030526
720575940615102127,32122.58,3.113074977165595e-05,79,0,400,0.1975,90831.905,1.1009347431389884e-05,326,0,400,0.815,FB.1269,4,FB.1269,2.852781,2.430499,0.0,FB.1269,0.000942
720575940615133755,39112.8,2.556707778527745e-05,115,0,400,0.2875,17718.5325,5.6438082555651826e-05,1,0,400,0.0025,FB.942,1,FB.942,2.976614,2.847678,2e-06,FB.942,0.001418
720575940615134011,24264.5,4.121247089369243e-05,34,0,400,0.085,4584.1075,0.0002181449715129,0,0,400,0.0,FB.774,0,FB.774,3.149116,3.856231,0.0,FB.774,0.001657
720575940615177099,36167.4225,2.764919175537046e-05,111,0,400,0.2775,99198.035,1.0080844847380292e-05,394,0,400,0.985,EB.140,3,EB.140,2.014092,0.227661,0.000984,EB.140,0.001709
720575940615183755,21548.0425,4.640792777348569e-05,40,0,400,0.1,56511.39,1.7695547747100185e-05,101,0,400,0.2525,NO.FB.25,3,NO.FB.25,4.155633,3.604678,0.002299,NO.FB.25,0.002434
720575940615193138,46503.3125,2.150384448419669e-05,140,0,400,0.35,2609.91,0.0003831549746926,0,0,400,0.0,FB.599,0,FB.599,3.360992,3.929058,0.000847,FB.599,0.002317
720575940615220802,26976.9725,3.7068651791819856e-05,65,0,400,0.1625,20410.12,4.899530233041256e-05,3,0,400,0.0075,NO.56,3,NO.56,4.056985,2.526414,0.0,NO.56,0.000883
720575940615250235,29164.96,3.428772060719439e-05,72,0,400,0.18,5890.4475,0.0001697663887166,0,0,400,0.0,FB.1181,0,FB.1181,2.955954,3.071535,0.0,FB.1181,0.000868
720575940615267933,41657.3975,2.400534022798712e-05,130,0,400,0.325,59441.55,1.682324905726718e-05,131,0,400,0.3275,FB.1260,3,FB.1260,2.753111,3.822539,0.0,FB.1260,0.00086
720575940615283771,35216.15,2.839606260195961e-05,115,0,400,0.2875,41024.785,2.4375508610221843e-05,47,0,400,0.1175,FB.1331,3,FB.1331,2.107626,3.294857,0.0,FB.1331,0.000261
720575940615285919,39292.0825,2.5450419941472945e-05,123,0,400,0.3075,719.7975,0.001389279623783,0,0,400,0.0,FB.141,0,FB.141,3.163678,4.123321,0.000985,FB.141,0.004153
720575940615326779,39005.3525,2.5637507057524988e-05,113,0,400,0.2825,383.3125,0.0026088374368172,0,0,400,0.0,FB.273,0,FB.273,3.037796,4.991764,0.003131,FB.273,0.004674
720575940615442315,40785.23,2.4518679924080357e-05,133,0,400,0.3325,94944.8225,1.053243319297374e-05,363,0,400,0.9075,FB.1392,4,FB.1392,2.061202,1.830852,0.0,FB.1392,0.000326
720575940615463825,29508.4425,3.3888606625036206e-05,84,0,400,0.21,365.1175,0.0027388443446287,0,0,400,0.0,FB.298,0,FB.298,2.800297,4.343736,0.002011,FB.298,0.005453
720575940615468703,27921.3725,3.581485831328671e-05,71,0,400,0.1775,29383.7675,3.4032395607540794e-05,17,0,400,0.0425,FB.1162,3,FB.1162,2.944244,3.434711,0.0,FB.1162,0.001626
720575940615484633,42670.22,2.3435548258246614e-05,136,0,400,0.34,35803.4225,2.7930290742456256e-05,29,0,400,0.0725,FB.1289,3,FB.1289,2.952801,3.563378,0.0,FB.1289,0.000708
720575940615502130,38943.96,2.5677922840923214e-05,116,0,400,0.29,55196.555,1.8117072704990377e-05,103,0,400,0.2575,NO.FB.42,3,NO.FB.42,4.19134,3.687263,0.0,NO.FB.42,0.0015
720575940615610836,38741.2625,2.581227186388157e-05,110,0,400,0.275,12633.3425,7.915561538840572e-05,0,0,400,0.0,FB.1232,3,FB.1232,3.095731,3.114888,1.9e-05,FB.1232,0.000822
720575940615612066,36945.1325,2.706716507242192e-05,122,0,400,0.305,772.09,0.0012951857944022,0,0,400,0.0,FB.42,3,FB.42,3.164966,4.17868,0.002379,FB.42,0.009334
720575940615645841,27622.155,3.620282342199586e-05,73,0,400,0.1825,8783.6675,0.000113847661014,0,0,400,0.0,FB.1330,0,FB.1330,2.98315,3.202794,0.0,FB.1330,0.000702
720575940615650009,24252.4025,4.123302835667518e-05,62,0,400,0.155,19955.39,5.0111774312604264e-05,3,0,400,0.0075,FB.993,1,FB.993,2.954689,2.454665,0.0,FB.993,0.000921
720575940615654100,36052.7675,2.773712170639882e-05,95,0,400,0.2375,32808.26,3.048012908944272e-05,23,0,400,0.0575,NO.FB.41,3,NO.FB.41,3.949449,3.376275,0.0,NO.FB.41,0.001197
720575940615654715,17685.72,5.654279271638361e-05,49,0,400,0.1225,69863.625,1.4313600246193924e-05,185,0,400,0.4625,FB.1259,4,FB.1259,3.207443,2.89687,0.00113,FB.1259,0.002082
720575940615661661,20160.4225,4.9602135074302136e-05,36,0,400,0.09,99387.5375,1.0061623671881396e-05,393,0,400,0.9825,NO.144,3,NO.144,1.911244,0.921869,0.0,NO.144,7.3e-05
720575940615673949,49686.08,2.0126361347081516e-05,175,0,400,0.4375,2338.6175,0.0004276030603551,0,0,400,0.0,FB.1052,2,FB.1052,2.882505,4.174834,0.0,FB.1052,0.002137
720575940615677780,20295.89,4.927105931299391e-05,54,0,400,0.135,14735.215,6.78646358400607e-05,0,0,400,0.0,FB.1083,3,FB.1083,2.621146,2.952936,0.0,FB.1083,0.000648
720575940615687380,50184.025,1.99266599281345e-05,166,0,400,0.415,1242.91,0.0008045634840817,0,0,400,0.0,FB.628,2,FB.628,3.369723,4.373477,0.003241,FB.628,0.002726
720575940615706966,37970.265,2.6336397704888285e-05,105,0,400,0.2625,80852.1525,1.2368254512457168e-05,256,0,400,0.64,FB.646,4,FB.646,3.350007,2.463238,6e-06,FB.646,0.002153
720575940615711745,25205.005,3.967465985426307e-05,56,0,400,0.14,19323.705,5.174991027859305e-05,3,0,400,0.0075,FB.1110,3,FB.1110,3.037098,3.294312,0.0,FB.1110,0.000644
720575940615712468,41138.18,2.4308318938757137e-05,134,0,400,0.335,84965.1575,1.1769530351309004e-05,285,0,400,0.7125,FB.1307,4,FB.1307,2.988585,2.394562,5e-06,FB.1307,0.001151
720575940615742977,25757.5875,3.8823511712810835e-05,61,0,400,0.1525,100000.0,1e-05,400,0,400,1.0,NO.FB.93,3,NO.FB.93,2.312175,1.460072,0.0,NO.FB.93,0.000146
720575940615748025,30884.0375,3.237918617343992e-05,79,0,400,0.1975,10118.3225,9.883061149711328e-05,0,0,400,0.0,FB.645,1,FB.645,3.190038,2.776003,0.0,FB.645,0.001898
720575940615748753,43127.935,2.3186827748650616e-05,127,0,400,0.3175,95829.1275,1.0435240579645263e-05,370,0,400,0.925,NO.142,4,NO.142,2.355133,1.950255,1e-06,NO.142,0.00143
720575940615764061,21719.9225,4.604067993336532e-05,50,0,400,0.125,748.9175,0.0013352605594074,0,0,400,0.0,FB.444,3,FB.444,2.940883,4.805082,0.001537,FB.444,0.0037
720575940615783097,38234.2175,2.6154582606535627e-05,105,0,400,0.2625,1353.1,0.0007390436774813,0,0,400,0.0,FB.773,2,FB.773,3.27037,4.22068,3.1e-05,FB.773,0.001931
720575940615785755,19333.9475,5.172249485005585e-05,36,0,400,0.09,42262.2025,2.366180513190244e-05,48,0,400,0.12,FB.1012,4,FB.1012,3.13625,2.917481,0.000856,FB.1012,0.001747
720575940615833055,32056.7575,3.119467088959325e-05,86,0,400,0.215,4082.33,0.0002449581489002,0,0,400,0.0,FB.26,3,FB.26,3.964868,4.061042,0.004218,FB.26,0.008867
720575940615846356,20478.3775,4.883199364793427e-05,28,0,400,0.07,88471.62,1.130305967043443e-05,319,0,400,0.7975,AOTU.FB.10,4,AOTU.FB.10,2.312473,2.612833,0.0,AOTU.FB.10,0.00104
720575940615877410,25926.9625,3.856988646471795e-05,66,0,400,0.165,11569.22,8.643625067204185e-05,0,0,400,0.0,FB.1180,3,FB.1180,2.821007,3.078041,0.0,FB.1180,0.001031
720575940615889638,34451.3875,2.9026407136722725e-05,95,0,400,0.2375,8872.95,0.0001127020889332,0,0,400,0.0,FB.662,1,FB.662,3.068709,3.341498,0.000244,FB.662,0.003218
720575940615914613,37418.2475,2.672492879309754e-05,110,0,400,0.275,33595.275,2.9766090618397978e-05,28,0,400,0.07,FB.1011,4,FB.1011,3.142164,3.044455,0.0,FB.1011,0.001267
720575940615921803,33815.445,2.957228568188294e-05,86,0,400,0.215,8703.0425,0.0001149023459324,0,0,400,0.0,CRE.FB.36,3,CRE.FB.36,3.314603,3.109129,0.000314,CRE.FB.36,0.002219
720575940615929584,37977.645,2.6331279888471235e-05,109,0,400,0.2725,1342.95,0.0007446293607356,0,0,400,0.0,FB.438,2,FB.438,2.895833,3.886403,3e-06,FB.438,0.001645
720575940615935325,30451.6275,3.283896730971112e-05,87,0,400,0.2175,78934.2,1.26687798191405e-05,235,0,400,0.5875,AOTU.FB.35,4,AOTU.FB.35,2.179024,2.406229,0.000987,AOTU.FB.35,0.000466
720575940615957853,41960.85,2.38317383942413e-05,136,0,400,0.34,38958.38,2.5668418450664532e-05,39,0,400,0.0975,FB.1041,4,FB.1041,2.917305,3.043447,1e-06,FB.1041,0.000961
720575940615961739,32964.9725,3.0335229310444592e-05,102,0,400,0.255,8084.4075,0.0001236949028113,0,0,400,0.0,FB.1066,0,FB.1066,2.960484,3.248633,0.000986,FB.1066,0.002244
720575940615965323,32720.94,3.0561469199845725e-05,94,0,400,0.235,3525.005,0.0002836875408687,0,0,400,0.0,FB.616,0,FB.616,3.126404,3.948077,0.001627,FB.616,0.002475
720575940615973771,42547.625,2.35030744959325e-05,124,0,400,0.31,91067.545,1.0980860415200608e-05,337,0,400,0.8425,NO.33,3,NO.33,4.048971,2.079124,0.0,NO.33,0.000569
720575940615976861,28951.805,3.454016079481055e-05,60,0,400,0.15,93457.89,1.0700006173903564e-05,349,0,400,0.8725,AOTU.FB.18,4,AOTU.FB.18,2.337085,2.429142,0.0,AOTU.FB.18,0.000497
720575940615985449,36348.9575,2.751110537351725e-05,86,0,400,0.215,18093.1,5.526968844476624e-05,0,0,400,0.0,FB.855,1,FB.855,3.080086,2.688687,5.9e-05,FB.855,0.001176
720575940616005009,29027.615,3.444995394902406e-05,72,0,400,0.18,4609.7475,0.0002169316215259,0,0,400,0.0,FB.380,0,FB.380,3.125169,3.077609,7.8e-05,FB.380,0.003597
720575940616027037,29386.485,3.4029248479360496e-05,78,0,400,0.195,33038.7625,3.0267477481942616e-05,23,0,400,0.0575,FB.892,4,FB.892,3.137322,2.817181,0.0,FB.892,0.00188
720575940616040148,31617.6775,3.1627876525718876e-05,80,0,400,0.2,1016.1975,0.0009840606771813,0,0,400,0.0,FB.437,2,FB.437,3.364446,4.471618,0.000281,FB.437,0.00462
720575940616072861,44049.3775,2.2701796410176283e-05,147,0,400,0.3675,64583.815,1.5483755488894548e-05,154,0,400,0.385,FB.1350,3,FB.1350,2.114483,3.106223,0.0,FB.1350,0.000628
720575940616097093,35356.75,2.8283142539967615e-05,104,0,400,0.26,195.745,0.0051086873227924,0,0,400,0.0,FB.155,0,FB.155,3.288527,4.604828,0.006752,FB.155,0.007407
720575940616103254,41007.47,2.4385800928464983e-05,138,0,400,0.345,1390.0475,0.0007193998766229,0,0,400,0.0,FB.772,2,FB.772,3.310935,4.294349,0.004143,FB.772,0.003011
720575940616199892,38763.8725,2.5797216209500228e-05,109,0,400,0.2725,91403.01,1.0940558740899233e-05,328,0,400,0.82,CRE.FB.23,0,CRE.FB.23,3.044358,2.48193,2e-06,CRE.FB.23,0.001441
720575940616200298,30011.055,3.3321054524740966e-05,73,0,400,0.1825,83151.01,1.2026312127778123e-05,272,0,400,0.68,FB.792,4,FB.792,2.613265,1.947998,0.000571,FB.792,0.002318
720575940616204091,32324.3225,3.0936456595493995e-05,82,0,400,0.205,4671.76,0.000214052091717,0,0,400,0.0,FB.728,0,FB.728,3.264732,3.806908,0.000374,FB.728,0.001973
720575940616205083,26563.2875,3.764594273205077e-05,62,0,400,0.155,38628.4975,2.5887623509042775e-05,43,0,400,0.1075,EB.293,4,EB.293,0.76829,3.30778,0.0,EB.293,0.000385
720575940616218452,30317.2125,3.298456281229681e-05,68,0,400,0.17,6727.9,0.0001486347894588,0,0,400,0.0,FB.661,0,FB.661,2.971408,3.764376,0.0,FB.661,0.001173
720575940616221401,26233.975,3.811850853711647e-05,55,0,400,0.1375,94963.525,1.0530358893059203e-05,360,0,400,0.9,FB.1306,4,FB.1306,2.363976,2.457207,0.000951,FB.1306,0.001579
720575940616231252,36088.59,2.770958909727424e-05,103,0,400,0.2575,4780.1575,0.0002091981278859,0,0,400,0.0,FB.812,0,FB.812,3.057842,3.990534,0.0,FB.812,0.001276
720575940616267348,35113.86,2.8478783021860883e-05,87,0,400,0.2175,62046.4,1.6116970525284304e-05,146,0,400,0.365,FB.1329,3,FB.1329,2.28513,3.425692,0.0,FB.1329,0.000323
720575940616287377,32719.6425,3.0562681117313554e-05,105,0,400,0.2625,99982.8475,1.0001715544258729e-05,399,0,400,0.9975,NO.229,0,NO.229,1.853406,1.212477,0.0,NO.229,6.6e-05
720575940616323101,40285.3725,2.4822905634048687e-05,115,0,400,0.2875,20391.4625,4.904013137851196e-05,1,0,400,0.0025,FB.941,1,FB.941,2.610319,2.79416,2e-06,FB.941,0.001275
720575940616324386,28903.45,3.459794591995073e-05,62,0,400,0.155,22765.44,4.392623204295634e-05,8,0,400,0.02,FB.1065,4,FB.1065,3.105668,2.982425,0.000818,FB.1065,0.001371
720575940616330267,30978.415,3.228054114453564e-05,101,0,400,0.2525,3977.2925,0.0002514273214756,0,0,400,0.0,FB.491,0,FB.491,3.416827,4.087462,0.002929,FB.491,0.002826
720575940616377659,18151.9225,5.509058338035544e-05,40,0,400,0.1,3323.085,0.0003009251945105,0,0,400,0.0,FB.261,1,FB.261,2.812643,3.075006,0.003349,FB.261,0.004483
720575940616400704,27011.5925,3.702114194118692e-05,67,0,400,0.1675,52231.9875,1.914535609046085e-05,85,0,400,0.2125,FB.727,4,FB.727,2.308826,1.766149,3.4e-05,FB.727,0.001985
720575940616410171,39034.97,2.561805478523488e-05,103,0,400,0.2575,222.5525,0.004493321800474,0,0,400,0.0,FB.56,0,FB.56,3.250344,4.764204,0.01653,FB.56,0.012346
720575940616440537,14684.155,6.810061593602083e-05,23,0,400,0.0575,86324.665,1.15841746967683e-05,300,0,400,0.75,FB.660,0,FB.660,2.684128,2.342721,0.0,FB.660,0.001281
720575940616445250,39137.685,2.555082141419453e-05,115,0,400,0.2875,11858.5125,8.432760854280838e-05,1,0,400,0.0025,EB.285,4,EB.285,0.435573,3.779558,0.000709,EB.285,0.00111
720575940616470417,46428.845,2.153833462796673e-05,124,0,400,0.31,45485.555,2.1985001612050243e-05,56,0,400,0.14,FB.1108,4,FB.1108,3.25967,3.041185,0.0,FB.1108,0.001204
720575940616502175,35712.735,2.800121581279059e-05,99,0,400,0.2475,6214.565,0.0001609123084238,0,0,400,0.0,EB.GA.1,5,EB.GA.1,0.423873,1.374791,0.0,EB.GA.1,0.001555
720575940616511813,47434.7775,2.108157880576124e-05,145,0,400,0.3625,15105.1525,6.620257557810158e-05,0,0,400,0.0,FB.409,4,FB.409,3.443531,3.766826,0.000575,FB.409,0.002875
720575940616520517,31260.1025,3.198965838323786e-05,85,0,400,0.2125,7568.66,0.0001321237841308,0,0,400,0.0,FB.708,1,FB.708,2.71309,2.963218,2e-06,FB.708,0.001338
720575940616543745,36873.2225,2.71199513413833e-05,110,0,400,0.275,68478.56,1.4603110813077846e-05,189,0,400,0.4725,NO.47,3,NO.47,3.986281,2.239327,0.0,NO.47,0.000878
720575940616545793,28221.155,3.5434410816991726e-05,70,0,400,0.175,2022.0025,0.000494559230268,0,0,400,0.0,FB.28,1,FB.28,3.628621,3.201668,0.010294,FB.28,0.01058
720575940616571682,29608.625,3.377394255896719e-05,71,0,400,0.1775,97222.2775,1.0285708437554346e-05,379,0,400,0.9475,NO.152,4,NO.152,2.538381,1.847915,0.0,NO.152,0.000659
720575940616586077,23500.685,4.2551951145253846e-05,55,0,400,0.1375,9952.1675,0.0001004806239444,0,0,400,0.0,FB.891,2,FB.891,3.108053,3.479761,0.0,FB.891,0.001305
720575940616617245,27891.725,3.5852927705260256e-05,59,0,400,0.1475,1029.87,0.0009709963393438,0,0,400,0.0,FB.581,2,FB.581,2.925751,4.664248,0.000601,FB.581,0.002995
720575940616617940,38085.01,2.6257049689628544e-05,111,0,400,0.2775,767.3375,0.0013032075195073,0,0,400,0.0,FB.113,2,FB.113,3.191273,4.572314,0.004521,FB.113,0.010543
720575940616657989,27897.8425,3.5845065796754716e-05,80,0,400,0.2,983.7375,0.0010165313409319,0,0,400,0.0,FB.543,2,FB.543,2.919417,4.690153,0.002101,FB.543,0.003466
720575940616728038,28405.88,3.520397889451057e-05,89,0,400,0.2225,3804.475,0.000262848356212,0,0,400,0.0,FB.146,3,FB.146,4.193846,3.999474,0.020848,FB.146,0.013241
720575940616764731,38116.695,2.6235223174517097e-05,123,0,400,0.3075,5291.3475,0.000188987776743,0,0,400,0.0,FB.LAL.40,1,FB.LAL.40,1.91288,3.007635,0.000176,FB.LAL.40,0.002743
720575940616811584,34675.215,2.8839042526484697e-05,105,0,400,0.2625,22982.145,4.3512039454976896e-05,7,0,400,0.0175,FB.726,4,FB.726,3.374394,2.923741,0.000154,FB.726,0.002164
